config_name,trial,time,h_dim,neighbor_quantile,k_neighbors,min_persistence
H0_q5_rmean_k1_p0.001,0,2.190823958,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,1,1.8619646249999997,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,2,1.892597833,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,3,1.868489167,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,4,1.9088639169999997,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,5,1.8679852920000002,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,6,2.0289143330000012,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,7,1.9758008329999992,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,8,1.9398937499999995,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,9,1.8806240830000007,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,10,2.0030874169999997,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,11,2.3595529999999982,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,12,1.902128459,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,13,2.093443959000002,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,14,1.9964194999999982,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,15,2.147829999999999,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,16,2.161597999999998,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,17,2.047188708,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,18,1.8984156249999984,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,19,1.8899617920000011,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,20,1.9185055840000018,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,21,2.1991582500000035,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,22,1.9483982080000004,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,23,2.0513284580000004,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,24,1.9803935830000015,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,25,2.381649375000002,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,26,1.9761845000000022,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,27,2.242346290999997,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,28,1.900162041999998,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,29,2.1172434999999936,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,30,2.2353629999999995,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,31,2.1521732919999863,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,32,1.9368597499999964,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,33,1.9402950420000025,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,34,1.9252244159999918,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,35,1.9097211670000007,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,36,1.9076774999999913,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,37,1.9533075419999903,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,38,1.9211020420000011,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,39,1.894734041999996,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,40,1.9206164579999978,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,41,1.8833837920000036,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,42,2.0215560420000003,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,43,1.9253810420000121,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,44,1.9252160420000024,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,45,1.9229442500000005,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,46,1.9462037919999915,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,47,1.9390843329999967,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,48,1.907606125000001,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,49,2.0447544999999963,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,50,1.8740277499999962,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,51,1.8702459169999912,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,52,1.8895777499999866,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,53,2.0828539169999942,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,54,1.928813875000003,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,55,1.9056822089999912,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,56,1.9049046660000073,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,57,1.997611125000006,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,58,2.124656916999996,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,59,1.8741580829999975,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,60,1.9667736250000019,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,61,2.174475000000001,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,62,1.867693041999999,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,63,2.176522042000002,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,64,2.265824749999979,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,65,1.9465312909999852,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,66,1.917064124999996,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,67,1.9152289170000074,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,68,1.9369982079999772,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,69,2.4936415829999987,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,70,1.8860547499999996,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,71,2.4438977080000086,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,72,1.930393458999987,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,73,1.929473416999997,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,74,1.9123585840000032,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,75,2.2182456250000087,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,76,1.878492209000001,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,77,1.9174099589999969,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,78,1.872817624999982,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,79,2.2349260829999764,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,80,2.1613470830000097,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,81,1.9434234999999944,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,82,1.9474322089999987,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,83,1.9028350829999852,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,84,1.8793083339999725,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,85,1.8870770830000083,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,86,2.290970750000014,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,87,2.139021708999991,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,88,1.8956607499999905,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,89,1.8728065420000064,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,90,1.9455887499999847,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,91,2.213491958999981,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,92,1.8826323749999858,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,93,1.9669575000000066,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,94,1.968539082999996,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,95,1.9430659169999842,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,96,1.8975080000000162,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,97,1.9347911250000038,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,98,1.8933972910000136,0,0.05,1,0.001
H0_q5_rmean_k1_p0.001,99,2.118192999999991,0,0.05,1,0.001
H0_q5_rmean_k1_p0.1,0,2.1893345419999832,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,1,1.8652899159999947,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,2,1.8729856660000053,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,3,1.862140624999995,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,4,1.8961846249999894,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,5,1.9062328750000006,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,6,1.9102302080000015,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,7,1.8888787919999857,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,8,1.8677954169999964,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,9,1.8607278340000164,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,10,1.85781079100002,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,11,2.1141880410000056,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,12,1.8863401670000144,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,13,1.8942832500000009,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,14,1.8620117499999935,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,15,2.134446624999981,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,16,2.1226072079999767,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,17,1.863094000000018,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,18,1.8753305000000182,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,19,1.8625277499999982,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,20,1.8675012920000142,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,21,2.1216590829999973,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,22,1.8875494579999952,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,23,1.8781082499999968,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,24,1.8654915000000187,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,25,2.3816015419999985,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,26,1.8667931669999973,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,27,2.1263880829999664,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,28,1.8779529590000266,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,29,1.8757172919999903,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,30,2.129838291999988,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,31,2.116949874999989,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,32,1.8654178749999915,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,33,1.9885333749999745,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,34,1.9122134169999754,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,35,1.873862000000031,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,36,1.90462500000001,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,37,1.91572183400001,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,38,1.8800509999999804,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,39,1.8854430000000093,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,40,1.876581667000039,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,41,1.8757981249999602,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,42,1.892098625000017,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,43,1.8568550409999602,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,44,1.8693415420000292,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,45,1.8895259579999788,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,46,1.8524800000000141,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,47,1.978588875000014,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,48,1.891916459000015,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,49,1.8736622080000416,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,50,1.8793736669999817,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,51,1.8666800420000413,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,52,1.8915261250000412,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,53,1.9064807080000037,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,54,1.877957916000014,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,55,1.876786458999959,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,56,1.8960667499999886,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,57,1.9198477079999634,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,58,2.120210290999978,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,59,1.8769974169999841,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,60,1.86872629100003,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,61,2.124179207999987,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,62,1.863885291000031,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,63,2.1216432090000126,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,64,2.124256624999987,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,65,1.8688217090000308,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,66,1.8644998339999574,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,67,1.8773812919999955,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,68,1.8932794160000412,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,69,2.4023027920000004,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,70,1.9057326669999952,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,71,2.390103333000013,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,72,1.908441082999957,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,73,1.8738366659999883,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,74,1.865285374999985,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,75,2.1150618750000376,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,76,1.8672409999999786,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,77,1.8557614999999714,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,78,1.862759665999988,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,79,2.1417547500000182,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,80,2.124379833999967,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,81,1.8675525000000448,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,82,1.8679946249999944,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,83,1.8738804580000306,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,84,1.898338707999983,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,85,1.8605514580000317,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,86,2.123702500000036,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,87,2.1228327500000432,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,88,1.8602061249999906,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,89,1.8645877079999877,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,90,1.8682792500000005,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,91,2.1142679999999814,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,92,1.869064165999987,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,93,1.8598048329999983,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,94,1.859470041999998,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,95,1.8674546249999935,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,96,1.8851573339999845,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,97,1.8686074589999748,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,98,1.8700592920000076,0,0.05,1,0.1
H0_q5_rmean_k1_p0.1,99,2.1764189579999993,0,0.05,1,0.1
H0_q5_rmean_k10_p0.001,0,1.8413201669999921,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,1,1.8385544160000222,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,2,1.847537999999986,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,3,1.8674379579999822,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,4,1.830779208000024,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,5,1.8551906659999986,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,6,1.851685874999987,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,7,1.8473580830000174,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,8,1.8474654999999984,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,9,1.8415368330000206,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,10,1.8437861670000188,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,11,1.8445898329999864,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,12,1.8546638330000178,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,13,1.875002457999983,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,14,1.867812000000015,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,15,1.8461393329999964,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,16,1.8505172920000064,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,17,1.8381318329999772,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,18,1.8300105000000144,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,19,1.883438749999982,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,20,1.8419880829999897,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,21,1.8391906670000253,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,22,1.8385948339999914,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,23,1.8627006660000234,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,24,1.8451104999999757,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,25,1.8386645830000248,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,26,1.8376144169999975,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,27,1.8320708329999889,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,28,1.8461192080000046,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,29,1.8805131249999931,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,30,1.8346899579999558,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,31,1.830442167000001,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,32,1.827741500000002,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,33,1.8270107090000351,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,34,1.8375975840000365,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,35,1.8471703329999514,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,36,1.837303707999979,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,37,1.8421802500000126,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,38,1.8418340830000375,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,39,1.8398750410000275,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,40,1.843503499999997,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,41,1.8518834579999748,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,42,1.8417681249999873,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,43,1.8369082500000218,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,44,1.8721179169999687,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,45,1.824942749999991,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,46,1.8284521669999663,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,47,1.841170666000039,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,48,1.8424113749999833,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,49,1.8537550409999994,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,50,1.842189708000035,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,51,1.8408077500000104,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,52,1.8503168749999759,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,53,1.8395894580000345,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,54,1.8417204579999975,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,55,1.846788542000013,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,56,1.7986975419999567,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,57,1.785026791000007,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,58,1.7749347920000105,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,59,1.8121585000000096,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,60,1.789273417000004,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,61,1.7977639579999618,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,62,1.8064315000000306,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,63,1.7946583330000294,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,64,1.7939466249999896,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,65,1.7939760409999508,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,66,1.8066952080000647,0,0.05,10,0.001
H0_q5_rmean_k10_p0.001,67,1.7968250420000231,0,0.05,10,0.001
